Fecha,Origen,Modelo,Color,Descripcion,Talle,Cant.,Costo,Venta,PU Neto,%IIBB + Gast.,Ganancia,Para Local,Margen,GanD
27-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",M,1,"17991,49","36.999,00","$ 28.361,95","3329,91","7040,55","7.040,55",39%,"7.040,55"
27-dic,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",S,1,"$ 16.551,59","34.999,00","$ 25.652,11","3149,91","5950,61","5.950,61",36%,"5.950,61"
27-dic,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",L,1,"$ 16.551,59","34.999,00","$ 25.652,11","3149,91","5950,61","5.950,61",36%,"5.950,61"
27-dic,ML,VELM000AVE,NA,GORRA VENTO LAGOMARSINO ALGODON VENTILADO ESTANDAR,XL,1,"13.191,42","25.999,00","18857,65","2.339,91","3326,32","3.326,32",25%,"3.326,32"
27-dic,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",XL,1,"17991,49","38.999,00","30021,83","3509,91","8520,43","8.520,43",47%,"8.520,43"
27-dic,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",L,1,"$ 16.551,59","36.999,00","$ 27.251,99","3329,91","7370,49","7.370,49",45%,"7.370,49"
27-dic,Feria,Campera,,Campera Dama,,1,90000,150000,"135.000,00",,45000,"45.000,00",50%,"45.000,00"
27-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XL,1,"17991,49","38.999,00","$ 30.021,86","3509,91","8520,46","8.520,46",47%,"8.520,46"
28-dic,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",M,1,"$ 16.551,59","36.999,00","$ 27.251,99","3329,91","7370,49","7.370,49",45%,"7.370,49"
28-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XL,1,"17991,49","36.999,00","$ 27.959,46","3329,91","6638,06","6.638,06",37%,"6.638,06"
28-dic,ML,AULM080AVF,TO,Alg. Vent. Australiano,XXL,1,"14.152,16","29.999,00","$ 22.552,37","2699,91","5700,3","5.700,30",40%,"5.700,30"
28-dic,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",L,1,"$ 16.551,59","37.999,00","$ 29.191,89","3419,91","9220,39","9.220,39",56%,"9.220,39"
29-dic,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",S,1,"$ 16.551,59","37.999,00","$ 28.051,93","3419,91","8080,43","8.080,43",49%,"8.080,43"
29-dic,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",M,1,"$ 16.551,59","37.999,00","29191,89","3419,91","9220,39","9.220,39",56%,"9.220,39"
29-dic,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",S,1,"17991,49","36.999,00","$ 28.361,95","3329,91","7040,55","7.040,55",39%,"7.040,55"
29-dic,ML,AULM080CEF,MA,Cuero Engrasado,M,1,"37180,88","73.999,00","$ 55.369,79","6659,91",11529,"11.529,00",31%,"11.529,00"
30-dic,ML,AULM080CEF,MA,Cuero Engrasado,L,1,"37180,88","73.999,00","59069,73","6659,91","15228,94","15.228,94",41%,"15.228,94"
30-dic,ML,130,,Cuchillo Artesanal Mission Verijero 0130,,1,"5223,76","$ 13.079,68","$ 10.257,85","1177,1712","3856,92","3.856,92",74%,"3.856,92"
31-dic,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",XXL,1,"$ 16.551,59","37.999,00","$ 28.051,93","3419,91","8080,43","8.080,43",49%,"8.080,43"
31-dic,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XL,1,"17991,49","39.999,00","$ 28.851,83","3599,91","7260,43","7.260,43",40%,"7.260,43"
02-ene,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",M,1,"17991,49","39.999,00","$ 31.204,18","3599,91","9612,78","9.612,78",53%,"9.612,78"
02-ene,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XXL,1,"$ 16.551,59","37.999,00","$ 29.526,68","3419,91","9555,18","9.555,18",58%,"9.555,18"
02-ene,ML,VELM000AR,NA,GORRA Rustico VENTO LAGOMARSINO ALGODON,L,1,"$ 9.392,50",21499,"$ 16.092,31","1934,91","4764,9","4.764,90",51%,"4.764,90"
02-ene,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",L,1,"17991,49","39.999,00","$ 31.204,18","3599,91","9612,78","9.612,78",53%,"9.612,78"
02-ene,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",L,1,"$ 16.551,59","37.999,00","$ 29.526,68","3419,91","9555,18","9.555,18",58%,"9.555,18"
03-ene,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",S,1,"$ 16.551,59","37.999,00","$ 29.526,68","3419,91","9555,18","9.555,18",58%,"9.555,18"
04-ene,ML,AULM080AVF,NA,Alg. Vent. Australiano,L,1,"14.152,16","29.999,00","$ 22.816,68","2699,91","5964,61","5.964,61",42%,"5.964,61"
05-ene,ML,VELM000AFE,TO,Gorra Vento Lagomarsino Flexib. Algodón,L,1,"14.296,15","29.999,00","23.221,68","2699,91","6225,62","6.225,62",44%,"6.225,62"
05-ene,ML,AULM080AVF,NA,Alg. Vent. Australiano,XL,1,"14.152,16","29.999,00","$ 22.816,68","2699,91","5964,61","5.964,61",42%,"5.964,61"
05-ene,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XL,1,"17991,49","39.999,00","$ 31.204,18","3599,91","9612,78","9.612,78",53%,"9.612,78"
05-ene,Local,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XL,1,"17991,49","38.000,00","$ 34.200,00",,"16208,51","16.208,51",90%,"16.208,51"
06-ene,ML,BHLM080RIDF,NA,Rafia Italiana Bahia,M,1,"17270,33","41.999,00","$ 31.404,19","3779,91","10353,95","10.353,95",60%,"10.353,95"
06-ene,Local,,NA,Panama HA Laguito Ala 10 en caja,38,1,"69.803,69","202.500,00","202.500,00",,"132696,31","132.696,31",190%,"132.696,31"
06-ene,Local,AULM080CEF,MA,Cuero Engrasado,M,1,"37180,88","72.000,00","$ 72.000,00",,"34819,12","34.819,12",94%,"34.819,12"
06-ene,Local,Prov2,NA,Cuero Nobuk,M,1,"32384,44",63.000,"$ 63.000,00",,"30615,56","30.615,56",95%,"30.615,56"
06-ene,Local,BHLM080RIDF,NA,Rafia Italiana Bahia,XL,1,"17270,33","39.000,00","$ 36.377,25",4680,"14426,92","14.426,92",84%,"14.426,92"
06-ene,Local,VELM000AR,NA,GORRA Rustico VENTO LAGOMARSINO ALGODON,L,1,"$ 9.392,50",21500,"$ 20.054,12",2580,"8081,62","8.081,62",86%,"8.081,62"
07-ene,ML,VELM000AVE,TO,GORRA VENTO LAGOMARSINO ALGODON VENTILADO ESTANDAR,L,1,"13.191,42","29.999,00","23221,68","3.599,88","6430,38","6.430,38",49%,"6.430,38"
07-ene,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",L,1,"$ 16.551,59","37.999,00","$ 29.526,68","4559,88","8415,21","8.415,21",51%,"8.415,21"
08-ene,Local,AULM080CEF,MA,Cuero Engrasado,M,1,"37180,88","80.000,00","$ 66.620,00",9600,"19839,12","19.839,12",53%,"19.839,12"
08-ene,ML,AULM080AVF,TO,Alg. Vent. Australiano,XS,1,"14.152,16","29.999,00","$ 22.816,68","3599,88","5064,64","5.064,64",36%,"5.064,64"
08-ene,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",L,1,"17991,49","39.999,00","$ 31.204,18","4799,88","8412,81","8.412,81",47%,"8.412,81"
09-ene,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XL,1,"17991,49","39.999,00","$ 31.204,18","4799,88","8412,81","8.412,81",47%,"8.412,81"
09-ene,ML,AULM080CNF,MA,Cuero Nobuk,S,1,"32384,44","69.999,00","$ 56.366,68","8399,88","15582,36","15.582,36",48%,"15.582,36"
09-ene,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XL,0,0,0,"$ 0,00",0,0,-,#¡DIV/0!,-
09-ene,ML,130,,Cuchillo Artesanal Mission Verijero 0130,,0,0,"$ 0,00","$ 0,00","$ 0,00",0,-,#¡DIV/0!,-
09-ene,ML,AULM080AVF,NA,Alg. Vent. Australiano,L,1,"14.152,16","29.999,00","$ 22.816,68","3599,88","5064,64","5.064,64",36%,"5.064,64"
10-ene,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",S,1,"$ 16.551,59","37.999,00","$ 29.526,68","4559,88","8415,21","8.415,21",51%,"8.415,21"
10-ene,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",L,1,"$ 16.551,59","37.999,00","$ 29.526,68","4559,88","8415,21","8.415,21",51%,"8.415,21"
10-ene,Local,139,,Cuchillo Artesanal Mission P3 Asta De Ciervo C/ Chaira 0139,,1,"$ 14.973,75",31000,"$ 27.900,00",,"12926,25","12.926,25",86%,"12.926,25"
11-ene,Local,,,Cambio Sombrero de Aust. A Pampa ala 8,,1,"$ 2.399,00",7600,"$ 6.840,00",,4441,"4.441,00",185%,"4.441,00"
11-ene,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",XL,1,"17991,49","39.999,00","$ 31.204,18","4799,88","8412,81","8.412,81",47%,"8.412,81"
11-ene,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",L,1,"$ 16.551,59","37.999,00","$ 29.526,68","4559,88","8415,21","8.415,21",51%,"8.415,21"
11-ene,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",XL,1,"17991,49","39.999,00","$ 31.204,18","4799,88","8412,81","8.412,81",47%,"8.412,81"
12-ene,ML,AULM080AVF,NA,Alg. Vent. Australiano,XXL,1,"14.152,16","29.999,00","$ 22.816,68","3599,88","5064,64","5.064,64",36%,"5.064,64"
12-ene,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",S,1,"$ 16.551,59","37.999,00","$ 29.526,68","4559,88","8415,21","8.415,21",51%,"8.415,21"
12-ene,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XL,1,"17991,49","39.999,00","$ 31.204,18","4799,88","8412,81","8.412,81",47%,"8.412,81"
13-ene,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",S,1,"$ 16.551,59","37.999,00","$ 29.526,68","4559,88","8415,21","8.415,21",51%,"8.415,21"
13-ene,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",XL,1,"17991,49","39.999,00","$ 30.404,20","4799,88","7612,83","7.612,83",42%,"7.612,83"
13-ene,Local,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XXL,1,"$ 16.551,59","36.100,00","$ 32.490,00",,"15938,41","15.938,41",96%,"15.938,41"
14-ene,ML,AULM080AVF,NA,Alg. Vent. Australiano,L,1,"14.152,16","29.999,00","$ 22.816,68","3599,88","5064,64","5.064,64",36%,"5.064,64"
15-ene,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",L,1,"17991,49","39.999,00","31204,17","4799,88","8412,8","8.412,80",47%,"8.412,80"
15-ene,Local,POLM06FPF,PI,PORTEÑO LAGOMARSINO ALA 6 FIELTRO PELO FLEXIL,,1,"66725,45","154.000,00","$ 138.600,00",,"71874,55","71.874,55",108%,"71.874,55"
15-ene,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",L,1,"17991,49","39.999,00","31204,17","4799,88","8412,8","8.412,80",47%,"8.412,80"
15-ene,ML,AULM080CEF,MA,Cuero Engrasado,XL,1,"37180,88","79.999,00","64754,18","9599,88","17973,42","17.973,42",48%,"17.973,42"
15-ene,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",XL,1,"17991,49","39.999,00","31204,17","4799,88","8412,8","8.412,80",47%,"8.412,80"
16-ene,Local,POLM06FPF,NE,PORTEÑO LAGOMARSINO ALA 6 FIELTRO PELO FLEXIL,XXL,1,"66725,45","154.000,00","$ 138.600,00",,"71874,55","71.874,55",108%,"71.874,55"
16-ene,Local,Campera,,Campera Hombre,,1,110000,190000,"171.000,00",,61000,"61.000,00",55%,"61.000,00"
17-ene,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",M,1,"17991,49","39.999,00","29676,69","4799,88","6885,32","6.885,32",38%,"6.885,32"
17-ene,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XXL,1,"17991,49","39.999,00","30276,68","4799,88","7485,31","7.485,31",42%,"7.485,31"
17-ene,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XL,1,"17991,49","39.999,00","30276,68","4799,88","7485,31","7.485,31",42%,"7.485,31"
17-ene,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",S,1,"$ 16.551,59","37.999,00","$ 28.599,18","4559,88","7487,71","7.487,71",45%,"7.487,71"
18-ene,ML,AULM080AVF,NA,Alg. Vent. Australiano,XL,1,"14.152,16","29.999,00","$ 21.439,19","3599,88","3687,15","3.687,15",26%,"3.687,15"
18-ene,ML,341,,Cuchilla Artesanal Mission N 14 Chica C/ Chaira 0341,,1,"9911,12","$ 24.155,39","$ 17.304,57","966,2156","6427,23","6.427,23",65%,"6.427,23"
18-ene,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",S,1,"$ 16.551,59","37.999,00","$ 28.599,18","4559,88","7487,71","7.487,71",45%,"7.487,71"
19-ene,ML,AULM080AVF,NA,Alg. Vent. Australiano,XXL,1,"14.152,16","29.999,00","21889,18","3599,88","4137,14","4.137,14",29%,"4.137,14"
20-ene,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",XL,1,"17991,49","39.999,00","30276,68","4799,88","7485,31","7.485,31",42%,"7.485,31"
21-ene,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",XL,1,"17991,49","39.999,00","30276,68","4799,88","7485,31","7.485,31",42%,"7.485,31"
21-ene,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",XL,1,"17991,49","39.999,00","30276,68","4799,88","7485,31","7.485,31",42%,"7.485,31"
21-ene,ML,AULM080AVF,NA,Alg. Vent. Australiano,S,1,"14.152,16","29.999,00","21889,18","3599,88","4137,14","4.137,14",29%,"4.137,14"
22-ene,ML,PALM080AVF,NA,"Alg, Vent.Pampa Ala 8",XL,1,"$ 16.551,59","37.999,00","$ 28.599,18","4559,88","7487,71","7.487,71",45%,"7.487,71"
23-ene,ML,,VE,Pelo Pampa,L,1,"69196,27","156.999,00","128410,43","18839,88","40374,28","40.374,28",58%,"40.374,28"
23-ene,ML,AULM080AVF,NA,Alg. Vent. Australiano,XL,1,"14.152,16","29.999,00","21889,18","3599,88","4137,14","4.137,14",29%,"4.137,14"
24-ene,ML,103,,Cuchillo Artesanal Mission N 1 Inoxidable 0103,,1,"6937,67","$ 15.432,11","$ 12.243,12","1388,8899","3916,56","3.916,56",56%,"3.916,56"
25-ene,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",L,1,"17991,49","39.999,00","30276,68","4799,88","7485,31","7.485,31",42%,"7.485,31"
25-ene,ML,AULM080AVF,TO,Alg. Vent. Australiano,XXL,1,"14.152,16","29.999,00","21889,18","3599,88","4137,14","4.137,14",29%,"4.137,14"
25-ene,ML,AULM080CNF,MA,Cuero Nobuk,XL,1,"32384,44","69.999,00","55439,18","8399,88","14654,86","14.654,86",45%,"14.654,86"
26-ene,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XXL,1,"17991,49","39.999,00","29676,69","4799,88","6885,32","6.885,32",38%,"6.885,32"
26-ene,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",S,1,"17991,49","39.999,00","30276,68","4799,88","7485,31","7.485,31",42%,"7.485,31"
26-ene,ML,AULM080CNF,NA,Cuero Nobuk,M,1,"32384,44","69.999,00","55439,18","8399,88","14654,86","14.654,86",45%,"14.654,86"
26-ene,Local,,,Delantal Cuero,,1,21000,42000,"34.975,50",1680,"12295,5","12.295,50",59%,"12.295,50"
28-ene,ML,AULM080AVF,NA,Alg. Vent. Australiano,XXL,1,"14.152,16","29.999,00","21889,18","3599,88","4137,14","4.137,14",29%,"4.137,14"
28-ene,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XXL,1,"$ 16.551,59","37.999,00","$ 28.599,18","4559,88","7487,71","7.487,71",45%,"7.487,71"
28-ene,ML,VELM000AFE,TO,Gorra Vento Lagomarsino Flexib. Algodón,M,1,"14.296,15","29.999,00","22454,18","2699,91","5458,12","5.458,12",38%,"5.458,12"
28-ene,ML,AULM080AVF,TO,Alg. Vent. Australiano,XXL,1,"14.152,16","29.999,00","21889,18","3599,88","4137,14","4.137,14",29%,"4.137,14"
28-ene,ML,305,,Cuchilla Artesanal Mission N 16 Inoxidable 0305,,1,"11252,03","$ 26.563,23","$ 19.312,10","1062,5292","6997,54","6.997,54",62%,"6.997,54"
29-ene,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",XL,1,"17991,49","39.999,00","30276,68","4799,88","7485,31","7.485,31",42%,"7.485,31"
29-ene,ML,VELM000AFE,NA,Gorra Vento Lagomarsino Flexib. Algodón,M,1,"14.296,15","29.999,00","22454,18","2699,91","5458,12","5.458,12",38%,"5.458,12"
29-ene,ML,VELM000AFE,NA,Gorra Vento Lagomarsino Flexib. Algodón,S,1,"14.296,15","29.999,00","22461,68","2699,91","5465,62","5.465,62",38%,"5.465,62"
30-ene,ML,AULM080AVF,NA,Alg. Vent. Australiano,S,1,"14.152,16","29.999,00","21889,18","3599,88","4137,14","4.137,14",29%,"4.137,14"
30-ene,ML,AULM080AVF,NA,Alg. Vent. Australiano,XL,1,"14.152,16","35.999,00","26921,68","4319,88","8449,64","8.449,64",60%,"8.449,64"
31-ene,ML,VELM000AR,NA,GORRA Rustico VENTO LAGOMARSINO ALGODON,L,1,"$ 11.740,63",21499,"17396,15","2579,88","3075,65","3.075,65",26%,"3.075,65"
31-ene,IG,AULM080CEF,NE,Cuero Engrasado,S,1,"37180,88","78.000,00","72754,5",9360,"26213,62","26.213,62",71%,"26.213,62"
31-ene,IG,AULM080CEF,NE,Cuero Engrasado,S,1,"37180,88","78.000,00","72754,5",9360,"26213,62","26.213,62",71%,"26.213,62"
31-ene,IG,AULM080CEF,NE,Cuero Engrasado,S,1,"37180,88","78.000,00","72754,5",9360,"26213,62","26.213,62",71%,"26.213,62"
31-ene,IG,AULM080CEF,NE,Cuero Engrasado,S,1,"37180,88","78.000,00","72754,5",9360,"26213,62","26.213,62",71%,"26.213,62"
31-ene,ML,VELM000AFE,TO,Gorra Vento Lagomarsino Flexib. Algodón,M,1,"14.296,15","29.999,00","$ 22.454,18","2699,91","5458,12","5.458,12",38%,"5.458,12"
31-ene,ML,AULM080CEF,NE,Cuero Engrasado,S,1,"37180,88","84.999,00","68020,43","10199,88","20639,67","20.639,67",56%,"20.639,67"
31-ene,ML,AULM080AVF,TO,Alg. Vent. Australiano,XXL,1,"14.152,16","35.999,00","26921,68","4319,88","8449,64","8.449,64",60%,"8.449,64"
31-ene,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XXL,1,"$ 16.551,59","40.999,00","$ 30.500,44","4919,88","9028,97","9.028,97",55%,"9.028,97"
01-feb,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",XL,1,"17991,49","43.999,00","33631,68","5279,88","10360,31","10.360,31",58%,"10.360,31"
02-feb,ML,FOLM080RISF,TO,FORTALEZA RAFIA ITALIANA,M,1,"15771,665","41.999,00","$ 31.954,18","3779,91","12402,61","12.402,61",79%,"12.402,61"
02-feb,ML,VELM000AR,NA,GORRA Rustico VENTO LAGOMARSINO ALGODON,XL,1,"$ 11.740,63",21499,"$ 17.396,15","2579,88","3075,65","3.075,65",26%,"3.075,65"
03-feb,Local,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",M,1,"16551,59","36.936,94","$ 34.452,93","4432,432432","13468,91","13.468,91",81%,"13.468,91"
03-feb,Local,Prov2,NA,Cuero Nobuk,M,1,"37180,88","63.063,06","$ 58.822,07","7567,567568","14073,62","14.073,62",38%,"14.073,62"
04-feb,ML,AULM080CEF,MA,Cuero Engrasado,L,1,"37180,88","84.999,00","68020,43","10199,88","20639,67","20.639,67",56%,"20.639,67"
05-feb,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",S,1,"$ 16.551,59","40.999,00","31115,43","4919,88","9643,96","9.643,96",58%,"9.643,96"
05-feb,ML,VELM000AVE,TO,GORRA VENTO LAGOMARSINO ALGODON VENTILADO ESTANDAR,M,1,"13.191,42","29.999,00","21784,58","3.599,88","4993,28","4.993,28",38%,"4.993,28"
05-feb,ML,AULM080CEF,MA,Cuero Engrasado,XXL,1,"37180,88","84.999,00","68020,43","10199,88","20639,67","20.639,67",56%,"20.639,67"
06-feb,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",S,1,"$ 16.551,59","40.999,00","31115,43","4919,88","9643,96","9.643,96",58%,"9.643,96"
06-feb,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",M,1,"$ 16.551,59","40.999,00","31115,43","4919,88","9643,96","9.643,96",58%,"9.643,96"
06-feb,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",M,1,"$ 16.551,59","40.999,00","31115,43","4919,88","9643,96","9.643,96",58%,"9.643,96"
06-feb,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",M,1,"$ 16.551,59","40.999,00","31115,43","4919,88","9643,96","9.643,96",58%,"9.643,96"
07-feb,ML,KELM000ACE,TO,Gorra KENT+Caja,M,1,"10.375,75","29.999,00","$ 22.004,19","3.599,88","8028,56","8.028,56",77%,"8.028,56"
07-feb,ML,43,,Cuchillo Artesanal Mission Juego P 2 0043,,2,"18214,581","$ 41.685,56","33555,35","1667,4224","13673,35","13.673,35",75%,"13.673,35"
07-feb,ML,VELM000AFE,TO,Gorra Vento Lagomarsino Flexib. Algodón,XL,1,"14.296,15","29.999,00","22004,19","2699,91","5008,13","5.008,13",35%,"5.008,13"
08-feb,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",S,1,"19862,15","40.999,00","$ 31.099,06","4919,88","6317,03","6.317,03",32%,"6.317,03"
08-feb,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",L,1,"19862,15","40.999,00","$ 31.115,43","4919,88","6333,4","6.333,40",32%,"6.333,40"
09-feb,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",L,1,"19862,15","40.999,00","$ 31.115,43","4919,88","6333,4","6.333,40",32%,"6.333,40"
10-feb,ML,AULM080AVF,NA,Alg. Vent. Australiano,XL,1,"16982,35","35.999,00","26921,68","4319,88","5619,45","5.619,45",33%,"5.619,45"
10-feb,ML,AULM080AVF,NA,Alg. Vent. Australiano,XXL,1,"16982,35","35.999,00","26921,68","4319,88","5619,45","5.619,45",33%,"5.619,45"
11-feb,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",S,1,"21590,03","43.999,00","33631,68","5279,88","6761,77","6.761,77",31%,"6.761,77"
11-feb,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XL,1,"19862,15","40.999,00","$ 31.115,43","4919,88","6333,4","6.333,40",32%,"6.333,40"
11-feb,ML,AULM080CEF,MA,Cuero Engrasado,L,1,"49078,81","84.999,00","68020,43","10199,88","8741,74","8.741,74",18%,"8.741,74"
12-feb,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",L,1,"21590,03","46.999,00","36147,93","5639,88","8918,02","8.918,02",41%,"8.918,02"
12-feb,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",M,1,"19862,15","43.999,00","33631,68","5279,88","8489,65","8.489,65",43%,"8.489,65"
12-feb,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",L,1,"19862,15","43.999,00","33631,68","5279,88","8489,65","8.489,65",43%,"8.489,65"
13-feb,ML,AULM080CNF,NA,Cuero Nobuk,XL,1,"42746,88","83.999,00","67181,68","10079,88","14354,92","14.354,92",34%,"14.354,92"
14-feb,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",M,1,"19862,15","40.999,00","31115,43","4919,88","6333,4","6.333,40",32%,"6.333,40"
15-feb,ML,KELM000ACE,NA,Gorra KENT+Caja,M,1,"15592,95","29.999,00","$ 21.752,59","3.599,88","2559,76","2.559,76",16%,"2.559,76"
16-feb,ML,FOLM080RISF,TO,FORTALEZA RAFIA ITALIANA,S,1,"21450,88","42.000,00","$ 37.800,00",,"16349,12","16.349,12",76%,"16.349,12"
17-feb,ML,VELM000AFE,TO,Gorra Vento Lagomarsino Flexib. Algodón,XL,1,"17155,38","33.999,00","24621,69","3059,91","4406,4","4.406,40",26%,"4.406,40"
17-feb,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",M,1,"21590,03","46.999,00","34625,44","5639,88","7395,53","7.395,53",34%,"7.395,53"
17-feb,Feria,Campera,,Campera Mujer Rockera,,1,100000,161500,"139.721,72",33915,"5806,72","5.806,72",6%,"5.806,72"
17-feb,Feria,630,,Juego Francia Asador Mission 0630,,1,"20717,982","$ 40.000,00","$ 37.200,00",,"16482,02","16.482,02",80%,"16.482,02"
18-feb,Feria,223,,CUCHILLO PABLO GRANDE EMBUTIDO 0223,,1,"15786,673","$ 32.000,00","$ 29.760,00",3840,"10133,33","10.133,33",64%,"10.133,33"
18-feb,Feria,130,,Cuchillo Artesanal Mission Verijero 0130,,1,"5654,95","$ 12.400,00","$ 11.532,00",,"5877,05","5.877,05",104%,"5.877,05"
18-feb,ML,AULM080AVF,TO,Alg. Vent. Australiano,M,1,"16982,35","35.999,00","26921,68","4319,88","5619,45","5.619,45",33%,"5.619,45"
19-feb,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",M,1,"19862,15","43.999,00","32814,18","5279,88","7672,15","7.672,15",39%,"7.672,15"
20-feb,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",M,1,"21590,03","46.999,00","35330,43","5639,88","8100,52","8.100,52",38%,"8.100,52"
20-feb,ML,FOLM080RISF,TO,FORTALEZA RAFIA ITALIANA,XXL,1,"21450,88","41.999,00","$ 31.136,68","3779,91","5905,89","5.905,89",28%,"5.905,89"
20-feb,ML,JKLM080STF,NA,SOMBRERO JACK LAGOMARSINO ALA 8 SILVESTRE FLEXIL,L,1,"25044,58","49.999,00","$ 37.846,68","4.499,91","8302,19","8.302,19",33%,"8.302,19"
21-feb,ML,130,,Cuchillo Artesanal Mission Verijero 0130,,1,"5655,36","$ 13.079,68","$ 10.205,18","$ 1.569,56","2980,26","2.980,26",53%,"2.980,26"
22-feb,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XL,1,"19862,15","43.999,00","32814,18","5279,88","7672,15","7.672,15",39%,"7.672,15"
23-feb,ML,PALM100AVF,TO,"Alg, Vent. Pampa Ala 10",S,1,"21590,03","46.999,00","35330,43","5639,88","8100,52","8.100,52",38%,"8.100,52"
23-feb,Local,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",XL,1,"19862,15","42.000,00",37800,,"17937,85","17.937,85",90%,"17.937,85"
23-feb,ML,PALM100AVF,NA,"Alg, Vent. Pampa Ala 10",L,1,"21590,03","46.999,00","35330,43","5639,88","8100,52","8.100,52",38%,"8.100,52"
24-feb,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",S,1,"19862,15","43.999,00",32790,"5279,88","7647,97","7.647,97",39%,"7.647,97"
25-feb,ML,PALM080AVF,TO,"Alg, Vent.Pampa Ala 8",S,1,"19862,15","43.999,00","$ 32.814,18","5279,88","7672,15","7.672,15",39%,"7.672,15"
